698.44121	0.19600484
699.06762	0.19570817
699.69514	0.1954305
700.3238	0.19517185
700.95359	0.19493205
701.58451	0.19471105
702.21657	0.19450884
702.84977	0.19432529
703.48411	0.19416052
704.11959	0.19401447
704.75623	0.1938871
705.39402	0.19378097
706.03296	0.19369018
706.67307	0.19361796
707.31433	0.19356463
707.95676	0.19353091
708.60036	0.19351603
709.24512	0.19352007
709.89107	0.1935431
710.53819	0.19358816
711.18649	0.19364849
711.83597	0.19372826
712.48665	0.19382762
713.13851	0.19394637
713.79157	0.19408553
714.44582	0.19424449
715.10128	0.19442351
715.75793	0.19462264
716.4158	0.19484218
717.07488	0.19508505
717.73517	0.19534539
718.39667	0.19562676
719.0594	0.19592955
719.72335	0.1962538
720.38853	0.19659994
721.05494	0.19696875
721.72258	0.19735994
722.39147	0.19777397
723.06159	0.19821111
723.73295	0.19867172
724.40557	0.1991562
725.07943	0.19966823
725.75455	0.20020054
726.43093	0.20075911
727.10857	0.20134295
727.78748	0.20195268
728.46765	0.20258915
729.1491	0.20325272
729.83183	0.203944
730.51583	0.20466342
731.20112	0.20541209
731.88769	0.20619024
732.57556	0.20699852
733.26471	0.20783764
733.95517	0.20870831
734.64693	0.2096113
735.33999	0.2105474
736.03436	0.21151742
736.73005	0.21252223
737.42705	0.21356502
738.12537	0.21463985
738.82501	0.21575616
739.52599	0.21690944
740.22829	0.21810179
740.93193	0.21933598
741.63691	0.22061199
742.34323	0.22193088
743.0509	0.2232943
743.75991	0.22470384
744.47029	0.22616065
745.18202	0.22766611
745.89511	0.22922193
746.60957	0.23082979
747.3254	0.23249117
748.0426	0.23420786
748.76118	0.23598221
749.48114	0.23781534
750.20249	0.23970971
750.92523	0.24166736
751.64936	0.24369059
752.37489	0.24578165
753.10183	0.24794331
753.83017	0.25017775
754.55991	0.25248943
755.29108	0.25487728
756.02366	0.25734784
756.75766	0.25990266
757.05166	0.26094758
757.49309	0.26254528
758.22995	0.26527968
758.96825	0.26810934
759.70798	0.2710376
760.44916	0.27406928
761.19179	0.27720833
761.93587	0.28045924
762.6814	0.28382677
763.42839	0.28731601
764.17685	0.29093249
764.92678	0.29468123
765.67818	0.29856843
766.43106	0.30260021
767.18542	0.30678323
767.94127	0.31112419
768.69861	0.31563125
769.45744	0.32031166
770.21778	0.32517183
770.97962	0.33022208
771.74296	0.33547318
772.50782	0.34093037
773.2742	0.34660699
774.0421	0.35251345
774.81152	0.35866023
775.58248	0.36505967
776.35497	0.37172447
777.129	0.37866777
777.90458	0.38590366
778.68171	0.39344653
779.46039	0.40131219
780.24063	0.40951668
781.02244	0.41807628
781.80581	0.42701041
782.59075	0.43633642
783.37728	0.44607453
784.16538	0.45624389
784.95508	0.46686552
785.74636	0.47796062
786.53924	0.48955092
787.33373	0.50165804
788.12982	0.51430471
788.92752	0.52751187
789.72684	0.54130116
790.52778	0.55569149
791.33035	0.57070537
792.13454	0.58635447
792.94038	0.60265484
793.74785	0.61961464
794.55697	0.63723935
795.36775	0.65552398
796.18017	0.67445877
796.99426	0.69402205
797.81002	0.71417926
798.62745	0.73488228
799.44655	0.75606175
800.26734	0.77763142
801.08982	0.79947747
801.91398	0.82145773
802.73985	0.84340314
803.56741	0.86510636
804.39669	0.88632582
805.22768	0.90678245
806.06038	0.92616092
806.89481	0.94411144
807.73097	0.96025358
808.56887	0.9741941
809.40851	0.98551807
810.24989	0.99382595
811.09302	0.99874031
811.93791	0.99992501
812.78456	0.99710985
813.63298	0.99010534
814.48317	0.97882533
815.33514	0.96328953
816.18889	0.94363484
817.04443	0.92011238
817.90177	0.89306636
818.76091	0.86293511
819.62186	0.83021241
820.48462	0.79543859
821.3492	0.7591537
822.2156	0.72190005
823.08383	0.6841845
823.9539	0.64646862
824.82581	0.60916197
825.69957	0.57261001
826.57518	0.53709338
827.45264	0.50283786
828.33198	0.47000737
829.21318	0.4387174
830.09626	0.40903897
830.98123	0.38100461
831.86808	0.35461425
832.75683	0.32984924
833.64748	0.30666621
834.54003	0.28501072
835.4345	0.26481794
836.33089	0.24601639
837.22921	0.22852905
838.12945	0.21228138
839.03164	0.19719471
839.93577	0.18319434
840.84185	0.17020626
841.74988	0.15816111
842.65988	0.14699139
843.57185	0.13663405
844.4858	0.12702942
845.40173	0.11812165
846.31964	0.10985935
847.23956	0.10219314
848.16147	0.095079204
849.08539	0.088475088
850.01133	0.082341643
850.93929	0.076644643
851.86928	0.071350814
852.8013	0.066429829
853.73537	0.061853513
854.67148	0.057596413
855.60965	0.053634668
856.54988	0.049946519
857.49218	0.046512113
858.43655	0.043312535
859.38301	0.040330819
860.33156	0.037551313
861.2822	0.034959467
862.23495	0.032541898
863.1898	0.030286265
864.14677	0.028181147
865.10587	0.026216199
866.0671	0.024381503
867.03047	0.02266819
867.99598	0.021067882
868.96365	0.019573025
869.93347	0.018176336
870.90546	0.016871344
871.87963	0.015651817
872.85598	0.014512519
873.83452	0.013447559
874.81525	0.012452584
875.79819	0.011522741
876.78334	0.010653998
877.77071	0.0098425467
878.76031	0.0090843987
879.75213	0.0083762986
880.7462	0.0077152952
881.74252	0.0070983668
882.7411	0.0065225159
883.74194	0.005985484
884.74505	0.0054847701
885.75044	0.0050182651
886.75812	0.0045837602
887.7681	0.0041792628
888.78038	0.0038031486
889.79497	0.003453541
890.81188	0.003128852
891.83111	0.0028277263
892.85268	0.0025487076
893.87659	0.0022903608
894.90286	0.0020516526
895.93148	0.0018312888
896.96248	0.001628236
897.99584	0.0014414905
899.03159	0.0012700912
900.06974	0.0011131428
901.11028	0.00096982823
902.15323	0.00083930137
903.1986	0.00072084709
904.24639	0.00061378445
905.29662	0.00051740498
